name,logS,smiles
isocarbamid,-2.15,CC(C)CNC(=O)N1CCNC1=O
Isocarboxazid,-2.461,Cc1cc(C(=O)NNCc2ccccc2)no1
Isofenphos,-4.194,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C
isoguanine,-3.401,Nc1nc(O)nc2nc[nH]c12
Isonazid,0.009,NNC(=O)c1ccncc1
Isopentyl acetate,-1.92,CC(=O)OCCC(C)C
Isopentyl formate,-1.52,CC(C)CCOC=O
isophorone,-1.06,CC1=CC(=O)CC(C)(C)C1
Isoprocarb,-2.863,CNC(=O)Oc1ccccc1C(C)C
Isopropalin,-6.49,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-]
Isopropyl acetate,-0.55,CC(=O)OC(C)C
Isopropyl formate,-0.63,CC(C)OC=O
Isopropylbenzene ,-3.27,CC(C)c1ccccc1
Isoproturon,-3.536,CC(C)c1ccc(NC(=O)N(C)C)cc1
Isoquinoline,-1.45,c1ccc2cnccc2c1
karbutilate,-2.93,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1
kebuzone,-3.27,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
Kepone,-5.259,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl
Khellin,-3.021,COc1c2occc2c(OC)c2c(=O)cc(C)oc12
Lactose,-0.244,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O
L-arabinose,0.39,OC1COC(O)C(O)C1O
Lenacil,-4.594,O=c1[nH]c2c(c(=O)n1C1CCCCC1)CCC2
linalool,-1.99,C=CC(C)(O)CCC=C(C)C
Lindane,-4.64,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
Linuron,-3.592,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1
Lorazepam,-3.604,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O
Lovastatin,-6.005,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21
Malathion,-3.37,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
Malonic acid diethylester,-0.82,CCOC(=O)CC(=O)OCC
Maltose,0.358,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O
mannitol,0.06,OCC(O)C(O)C(O)C(O)CO
m-Chloroaniline,-1.37,Nc1cccc(Cl)c1
m-Chlorobromobenzene,-3.21,Clc1cccc(Br)c1
m-Chloroiodobenzene,-3.55,Clc1cccc(I)c1
m-Chloronitrobenzene ,-2.77,O=[N+]([O-])c1cccc(Cl)c1
Mebendazole,-3.88,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1
Mecarbam,-2.518,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC
meconin,-1.899,COC1=C(OC)C2C(=O)OCC2C=C1
Medrogestone,-5.27,CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C
Mefenacet,-4.873,CN(C(=O)COc1nc2ccccc2s1)c1ccccc1
Mefluidide,-3.24,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C
megestrol acetate,-5.35,CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C
Menadione,-3.03,CC1=CC(=O)c2ccccc2C1=O
menthol,-2.53,CC1CCC(C(C)C)C(O)C1
Menthone,-2.35,CC1CCC(C(C)C)C(=O)C1
Meprobamate,-1.807,CCCC(C)(COC(N)=O)COC(N)=O
mercaptobenzothiazole,-3.18,Sc1nc2ccccc2s1
metalaxyl,-1.601,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC
Methane,-0.9,C
Methanol,1.57,CO
Methaqualone,-2.925,Cc1ccccc1-n1c(C)nc2ccccc2c1=O
metharbital,-2.23,CCC1(CC)C(=O)NC(=O)N(C)C1=O
Methazole,-2.82,Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O
Methocarbamol,-0.985,COc1ccccc1OCC(O)COC(N)=O
Methoprene,-5.19,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C
Methoproptryne,-2.928,COCCCNc1nc(NC(C)C)nc(SC)n1
Methoxsalen,-3.664,COc1c2occc2cc2ccc(=O)oc12
Methoxychlor,-6.89,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1
Methyl acetate,0.46,COC(C)=O
Methyl acrylate,-0.22,C=CC(=O)OC
Methyl benzoate ,-1.85,COC(=O)c1ccccc1
Methyl butyl ether ,-0.99,CCCCOC
Methyl butyrate,-0.82,CCCOC(=O)CC
Methyl decanoate,-4.69,CCCCCCCCCC(=O)OC
Methyl formate,0.58,COC=O
methyl gallate,-1.24,COC(=O)c1cc(O)c(O)c(O)c1
Methyl hexanoate,-1.87,CCCCCC(=O)OC
Methyl hydrazine,1.34,CNN
methyl laurate,-4.69,CCCCCCCCCCCC(=O)OC
methyl nicotinate,-0.46,COC(=O)c1cccnc1
Methyl nonanoate,-3.38,CCCCCCCCC(=O)OC
Methyl octanoate,-3.17,CCCCCCCC(=O)OC
Methyl pentanoate,-1.36,CCCC(=O)OCC
Methyl propionate,-0.14,CCC(=O)OC
Methyl propyl ether ,-0.39,CCCOC
Methyl t-butyl ether ,-0.24,COC(C)(C)C
Methylcyclohexane ,-3.85,CC1CCCCC1
Methylcyclopentane,-3.3,CC1CCCC1
Methyldymron,-3.35,CN(C(=O)NC(C)(C)c1ccccc1)c1ccccc1
Methylparaben,-1.827,COC(=O)c1ccc(O)cc1
methyltestosterone acetate,-5.284,CC(=O)OC1(C)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
methylthiouracil,-2.436,Cc1cc(=O)[nH]c(=S)[nH]1
Metolachlor,-2.73,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC
Metolcarb,-1.803,CNC(=O)Oc1ccccc1
Metoxuron,-2.564,COc1ccc(NC(=O)N(C)C)cc1Cl
Metranidazole,-1.26,Cc1ncc([N+](=O)[O-])n1CCO
Metribuzin,-2.253,CSc1nnc(C(C)(C)C)c(=O)n1N
Metronidazole,-1.22,Cc1ncc([N+](=O)[O-])n1CCO
m-Fluorobromobenzene,-2.67,Fc1cccc(Br)c1
Minoxidil,-1.989,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
Mirex,-6.8,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl
m-Methylaniline,-0.85,Cc1cccc(N)c1
m-Nitroaniline,-2.19,Nc1cccc([N+](=O)[O-])c1
m-Nitrophenol,-1.01,O=[N+]([O-])c1cccc(O)c1
m-Nitrotoluene,-2.44,Cc1cccc([N+](=O)[O-])c1
Monolinuron,-2.57,CON(C)C(=O)Nc1ccc(Cl)cc1
Monotropitoside,-0.742,COC(=O)c1ccccc1OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O
Monuron,-2.89,CN(C)C(=O)Nc1ccc(Cl)cc1
Morin,-3.083,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12
m-Xylene ,-2.82,Cc1cccc(C)c1
"N,N-Diethylaniline",-3.03,CCN(CC)c1ccccc1
"N,N-Dimethylacetamide",1.11,CC(=O)N(C)C
"N,N-Dimethylaniline",-1.92,CN(C)c1ccccc1
Naled,-2.28,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br
Napropamide,-3.57,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12
Napthacene,-8.6,c1ccc2cc3cc4ccccc4cc3cc2c1
Napthalene,-3.6,c1ccc2ccccc2c1
Neburon,-4.77,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
Nerol,-2.46,CC(C)=CCC/C(C)=C\CO
N-Ethylaniline,-1.7,CCNc1ccccc1
Niclosamide,-4.7,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O
nicotinamide,0.61,NC(=O)c1cccnc1
nifuroxime,-2.19,O=[N+]([O-])c1ccc(C=NO)o1
Nimetazepam,-3.796,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21
Niridazole,-3.22,O=C1NCCN1c1ncc([N+](=O)[O-])s1
Nitramine,-3.561,CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-]
Nitrapyrin,-3.76,Clc1cccc(C(Cl)(Cl)Cl)n1
Nitrazepam,-3.796,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
Nitrobenzene,-1.8,O=[N+]([O-])c1ccccc1
Nitroethane,-0.22,CC[N+](=O)[O-]
Nitrofen,-5.46,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1
nitrofurantoin,-3.38,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1
nitroglycerin,-2.22,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]
Nitromethane,0.26,C[N+](=O)[O-]
N-Methylaniline ,-1.28,CNc1ccccc1
Nonane,-5.88,CCCCCCCCC
norbormide,-3.931,O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12
Norea,-3.171,CN(C)C(=O)NC1CC2CC1C1CCCC21
norethindrone acetate,-4.8,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C
Norethisterone,-4.57,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(O)C3CCC21C
norflurazon,-4.046,CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl
"O,P'-DDD",-6.51,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
o-Aminophenol,-0.72,Nc1ccccc1O
o-Chloroaniline,-1.52,Nc1ccccc1Cl
o-Chlorobromobenzene,-3.19,Clc1ccccc1Br
o-Chloroiodobenzene,-3.54,Clc1ccccc1I
o-Chloronitrobenzene,-2.55,O=[N+]([O-])c1ccccc1Cl
Octane,-5.24,CCCCCCCC
O-Ethyl carbamate,0.85,CCOC(N)=O
o-Fluorobromobenzene,-2.7,Fc1ccccc1Br
o-Hydroxybenzamide,-1.82,NC(=O)c1ccccc1O
o-Methoxyphenol,-1.96,COc1ccccc1O
o-Nitroaniline,-1.96,Nc1ccccc1[N+](=O)[O-]
o-Nitroanisole,-1.96,COc1ccccc1[N+](=O)[O-]
o-Nitrophenol,-1.74,O=[N+]([O-])c1ccccc1O
o-Nitrotoluene,-2.33,Cc1ccccc1[N+](=O)[O-]
oryzalin,-5.16,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-]
osthole,-4.314,COc1ccc2ccc(=O)oc2c1CC=C(C)C
o-Toluidine,-2.21,Cc1ccccc1N
Oxadiazon,-5.696,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl
Oxamyl,0.106,CNC(=O)ON=C(SC)C(=O)N(C)C
Oxycarboxin,-2.281,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1
o-Xylene ,-2.8,Cc1ccccc1C
"p,p'-Biphenyldiamine ",-2.7,Nc1ccc(-c2ccc(N)cc2)cc1
"P,P'-DDD",-7.2,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1
"P,P'-DDE",-6.9,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1
p-Aminophenol,-0.8,Nc1ccc(O)cc1
parabanic acid,-0.4,O=C1NC(=O)C(=O)N1
Parathion,-4.66,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1
p-benzidine,-2.7,Nc1ccc(-c2ccc(N)cc2)cc1
p-Bromoacetanilide,-3.083,CC(=O)Nc1ccc(Br)cc1
p-Bromoiodobenzene,-4.56,Brc1ccc(I)cc1
p-Chloroacetanilide,-2.843,CC(=O)Nc1ccc(Cl)cc1
p-Chloroaniline,-1.66,Nc1ccc(Cl)cc1
p-Chlorobromobenzene,-3.63,Clc1ccc(Br)cc1
p-Chloroiodobenzene,-4.03,Clc1ccc(I)cc1
p-Chloronitrobenzene,-2.92,O=[N+]([O-])c1ccc(Cl)cc1
p-Cresol,-0.73,Cc1ccc(O)cc1
Pebulate,-3.53,CCCCN(CC)C(=O)SCCC
Pencycuron,-5.915,O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1
Pentachlorobenzene,-5.65,Clc1cc(Cl)c(Cl)c(Cl)c1Cl
Pentachloroethane,-2.6,ClC(Cl)C(Cl)(Cl)Cl
Pentachlorophenol,-4.28,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
Pentamethylbenzene,-4,Cc1cc(C)c(C)c(C)c1C
Pentane,-3.18,CCCCC
Pentobarbital,-2.39,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
Pentyl acetate,-1.89,CCCCCOC(C)=O
Pentyl propanoate,-2.25,CCCCC(=O)OCC
Pentylbenzene,-4.64,CCCCCc1ccccc1
Pentylcyclopentane,-6.08,CCCCCC1CCCC1
Perfluidone,-3.8,Cc1cc(S(=O)(=O)c2ccccc2)ccc1NS(=O)(=O)C(F)(F)F
Permethrin,-6.291,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1
Perylene,-8.804,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54
p-Fluoroacetanilide,-1.78,CC(=O)Nc1ccc(F)cc1
Phenanthrene,-5.26,c1ccc2c(c1)ccc1ccccc12
phenanthridine,-2.78,c1ccc2c(c1)cnc1ccccc12
Phenetole,-2.33,CCOc1ccccc1
Phenmedipham,-4.805,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1
phenobarbital,-2.322,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
Phenol,0,Oc1ccccc1
phenolphthalein,-2.9,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
phenothrin,-5.24,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C
phenylbutazone,-3.81,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
Phenylhydrazine,0.07,NNc1ccccc1
Phenylmethanol,-0.4,OCc1ccccc1
Phenylthiourea,-1.77,NC(=S)Nc1ccccc1
Phenytoin,-4.097,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
Phorate,-4.11,CCOP(=S)(OCC)SCSCC
Phosalone,-5.233,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21
Phoxim,-4.862,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1
phthalamide,-2.932,O=C1NC(=O)C2C=CC=CC12
phthalimide,-2.61,O=C1NC(=O)c2ccccc21
Phthalonitrile,-2.38,N#Cc1ccccc1C#N
p-Hydroxyacetanilide,-1.03,CC(=O)Nc1ccc(O)cc1
p-Hydroxybenzaldehyde ,-0.96,O=Cc1ccc(O)cc1
Picene,-7.87,c1ccc2c(c1)ccc1c2ccc2c3ccccc3ccc21
Piperine,-3.46,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1
piperonal,-1.63,O=Cc1ccc2c(c1)OCO2
Piperophos,-4.15,CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C
Pirimicarb,-1.95,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C
piroxicam,-4.16,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
p-Methoxybenzaldehyde,-1.49,COc1ccc(C=O)cc1
p-Methylaniline ,-1.21,Cc1ccc(N)cc1
p-Nitroaniline,-2.37,Nc1ccc([N+](=O)[O-])cc1
p-Nitroanisole,-2.41,COc1ccc([N+](=O)[O-])cc1
p-Nitrophenol,-0.74,O=[N+]([O-])c1ccc(O)cc1
p-Nitrotoluene,-2.49,Cc1ccc([N+](=O)[O-])cc1
p-Phenylphenol,-3.48,Oc1ccc(-c2ccccc2)cc1
Prasterone,-4.12,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O
Prednisolone,-3.18,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
prednisolone acetate,-4.37,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C
pregnenolone,-4.65,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
probarbital,-2.21,CCC1(C(C)C)C(=O)NC(=O)NC1=O
Procymidone,-4.8,CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O
Progesterone,-4.42,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
Prometon,-2.478,COc1nc(NC(C)C)nc(NC(C)C)n1
Prometryn,-4.1,CSc1nc(NC(C)C)nc(NC(C)C)n1
propachlor,-2.48,CC(C)N(C(=O)CCl)c1ccccc1
Propane,-1.94,CCC
Propanil,-3,CCC(=O)Nc1ccc(Cl)c(Cl)c1
Propazine,-4.43,CC(C)Nc1nc(Cl)nc(NC(C)C)n1
Propetamphos,-3.408,CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C
Propiconazole,-3.493,CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1
Propionaldehyde,0.58,CCC=O
Propionitrile,0.28,CCC#N
Propoxur,-2.05,CNC(=O)Oc1ccccc1OC(C)C
Propyl acetate,-0.72,CCCOC(C)=O
Propyl butyrate,-1.92,CCCC(=O)OC
Propyl formate,-0.49,CCCOC=O
Propyl propanoate,-1.34,CCCCC(=O)OC
Propylbenzene ,-3.37,CCCc1ccccc1
Propylcyclopentane,-4.74,CCCC1CCCC1
Propylene,-1.08,C=CC
Propylisopropylether,-1.34,CCCOC(C)C
Propyne,-0.41,C#CC
p-t-Butylphenol,-2.41,CC(C)(C)c1ccc(O)cc1
Pteridine,0.02,c1cnc2ncncc2n1
p-terphenyl,-7.11,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1
p-Toluenesulfonamide ,-1.74,Cc1ccc(S(N)(=O)=O)cc1
p-Xylene ,-2.77,Cc1ccc(C)cc1
pyracarbolid,-2.56,CC1=C(C(=O)Nc2ccccc2)CCCO1
Pyrazinamide,-0.667,NC(=O)c1cnccn1
Pyrazon,-2.878,Nc1cnn(-c2ccccc2)c(=O)c1Cl
Pyrene,-6.176,c1cc2ccc3cccc4ccc(c1)c2c34
Pyridazine,1.1,c1ccnnc1
Pyridine,0.76,c1ccncc1
Pyrimidine,1.1,c1cncnc1
Pyrolan,-2.09,Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1
Quinethazone,-3.29,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1
Quinoline,-1.3,c1ccc2ncccc2c1
Quinonamid,-5.03,O=C(CC(Cl)Cl)NC1=C(Cl)C(=O)c2ccccc2C1=O
Quintozene,-5.82,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
Raffinose,-0.41,OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O
Reposal,-2.696,CCC1(C2=CCC3CCC2C3)C(=O)NC(=O)NC1=O
Reverse Transcriptase inhibitor 1,-2.62,CCN1c2ncccc2C(=O)N(C)c2cccnc21
rhodanine,-1.77,O=C1CSC(=S)N1
Riboflavin,-3.685,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C
Risocaine,-2.452,CCCOC(=O)c1ccc(N)cc1
Ronnel,-5.72,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl
Rotenone,-4.42,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1
Rovral,-4.376,CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O
RTI 10,-3.672,CN1C(=O)c2cccnc2Oc2ccccc21
RTI 11,-3.928,Cc1ccc2c(c1)C(=O)N(C)c1cc(N)ccc1O2
RTI 12,-4.114,CCN1c2ncccc2C(=O)N(C)c2ccc(Cl)nc21
RTI 13,-4.207,CCN1c2ncccc2C(=O)Nc2c(C(F)(F)F)cc(C)nc21
RTI 15,-4.554,CCN1c2ncccc2C(=O)Nc2c(C)cc(C)nc21
RTI 16,-4.634,CCN1c2ncccc2C(=S)N(C)c2cccnc21
RTI 17,-4.706,CCN1c2ccccc2N(C)C(=S)c2cccnc21
RTI 19,-4.749,CCN1c2ccccc2C(=O)N(C)c2ccccc21
RTI 2,-2.86,CCN1C(=O)c2cccnc2N(CC)c2ncccc21
RTI 20,-4.799,O=C1c2ccccc2Cc2ccccc2N1CCF
RTI 22,-4.871,CCN1c2cc(N(C)C)cc(C)c2NC(=O)c2cccnc21
RTI 23,-5.153,CCN1c2cc(OC)cc(C)c2NC(=O)c2cccnc21
RTI 24,-5.36,CCN1c2cc(Cl)ccc2NC(=O)c2cccnc21
RTI 3,-3.043,Cc1ccc2c(c1)Oc1ncc(N)cc1C(=O)N2C
RTI 5,-3.324,CCN1c2ccccc2N(C)C(=O)c2cccnc21
RTI 6,-3.36,CCN1c2nc(N(C)CCO)ccc2NC(=O)c2cccnc21
RTI 7,-3.535,O=C1c2ccccc2Cc2ccccc2N1CCF
RTI 9,-3.68,CCN1C(=O)c2ccccc2Oc2ccccc21
Salicin,-0.85,OCc1ccccc1OC1OC(CO)C(O)C(O)C1O
Salicylamide,-1.836,NC(=O)c1ccccc1O
salicylanilide,-3.59,O=C(Nc1ccccc1)c1ccccc1O
Santonin,-3.09,CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O
Secobarbital,-2.356,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O
Siduron,-4.11,CC1CCCCC1NC(=O)Nc1ccccc1
simazine,-4.55,CCNc1nc(Cl)nc(NCC)n1
Simetryn,-2.676,CSc1nc(N(C)C)nc(N(C)C)n1
Sorbitol,1.09,OCC(O)C(O)C(O)C(O)CO
"Sparsomycin (3,8mg/ml)",-1.981,CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O
stadacaine,-3.84,CCCCOc1ccc(C(=O)OCC)c(N(CC)CC)c1
Stanolone,-4.743,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O
Stirofos,-4.522,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl
Styrene,-2.82,C=Cc1ccccc1
styrene oxide,-1.6,c1ccc(C2CO2)cc1
Succinimide,0.3,O=C1CCC(=O)N1
Sucrose,0.79,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O
sulfaguanidine,-1.99,N=C(N)NS(=O)(=O)c1ccc(N)cc1
Sulfallate,-3.39,C=C(Cl)CSC(=S)N(CC)CC
Sulfanilamide,-1.34,Nc1ccc(S(N)(=O)=O)cc1
Talbutal,-2.016,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O
t-Butylbenzene ,-3.66,CC(C)(C)c1ccccc1
t-Crotonaldehyde,0.32,C/C=C/C=O
TEFLUBENZURON,-7.28,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F
Terbacil,-2.484,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl
Terbufos,-4.755,CCOP(=S)(OCC)SCSC(C)(C)C
Terbumeton,-3.239,CCNc1nc(NC(C)(C)C)nc(OC)n1
Terbutryn,-4,CCNc1nc(NC(C)(C)C)nc(SC)n1
Testosterone,-4.02,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12
testosterone acetate,-5.184,CC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
testosterone propionate,-5.37,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
Tetrabromomethane,-3.14,BrC(Br)(Br)Br
Tetrachloroethylene,-2.54,ClC(Cl)=C(Cl)Cl
tetrachloroguaiacol,-4.02,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl
Tetrachloromethane,-2.31,ClC(Cl)(Cl)Cl
Tetradecane,-7.96,CCCCCCCCCCCCCC
Tetrafluthrin,-7.321,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F
Tetrahydrofurane ,0.49,C1CCOC1
Tetrahydropyran ,-0.03,C1CCOCC1
tetramethylurea,0.94,CN(C)C(=O)N(C)C
Thalidomide,-2.676,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
theobromine,-2.523,Cn1cnc2c1c(=O)[nH]c(=O)n2C
Theophylline,-1.39,Cn1c(=O)c2[nH]cnc2n(C)c1=O
Thiamphenicol,-2.154,CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1
thiamylal,-3.46,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O
thioanisole,-2.39,CSc1ccccc1
thiofanox,-1.62,CNC(=O)ON=C(CSC)C(C)(C)C
Thiometon,-3.091,CCSCCSP(=S)(OC)OC
thiopental,-3.36,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O
Thiophene,-1.33,c1ccsc1
Thiophenol ,-2.12,Sc1ccccc1
thiouracil,-2.273,O=c1ccnc(S)[nH]1
Thiourea,0.32,NC(N)=S
Thiram,-3.9,CN(C)C(=S)SSC(=S)N(C)C
thymine,-1.506,Cc1c[nH]c(=O)[nH]c1=O
Thymol,-2.22,Cc1ccc(C(C)C)c(O)c1
Toluene ,-2.21,Cc1ccccc1
t-Pentylbenzene,-4.15,CC(C)(C)Cc1ccccc1
"trans-1,4-Dimethylcyclohexane",-4.47,CC1CCC(C)CC1
trans-2-Heptene ,-3.82,C/C=C/CCCC
trans-2-Pentene ,-2.54,C/C=C/CC
Triadimefon,-3.61,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1
Triallate,-4.88,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C
triamcinolone acetonide,-4.31,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1
triamcinolone diacetate,-4.13,CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
Triazolam,-4.09,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2
Tribromomethane,-1.91,BrC(Br)Br
Trichlomethiazide,-2.68,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O
Trichlorfon,-0.22,COP(=O)(OC)C(O)C(Cl)(Cl)Cl
trichlormethiazide,-2.68,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O
Trichloroacetonitrile,-2.168,N#CC(Cl)(Cl)Cl
Trichloroethylene,-1.96,ClC=C(Cl)Cl
Trichloromethane,-1.17,ClC(Cl)Cl
Trichloronate,-5.752,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl
Triclosan,-4.46,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
Tricresyl phosphate,-6.01,Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc2ccccc2C)cc1
Tricyclazole,-2.07,Cc1cccc2sc3nncn3c12
Trietazine,-4.06,CCNc1nc(Cl)nc(N(CC)CC)n1
Triethyl phosphate,0.43,CCOP(=O)(OCC)OCC
